p_cum,p_max,id_station,operateur,amenageur,longitude,latitude
672.0,200.0,FRPD1PSYSTOU,Power Dot France,Power Dot France,5.889135,48.680886
2448.5,200.0,FRPD1PITMCPV,Power Dot France,Power Dot France,0.354791,43.112049
262.0,120.0,FRPD1PLABGOL,Power Dot France,Power Dot France,6.438804,48.19225
672.0,200.0,FRPD1PSATBLT,Power Dot France,Power Dot France,7.503438,47.592707
36.0,18.0,FRS77E77475001,Bouygues E&S,Ecocharge77,2.947197,48.958482
2666.0,188.0,FRPD1PLCLLFL,Power Dot France,Power Dot France,-0.054514,47.702006
622.0,150.0,FRPD1PSTXLGV,Power Dot France,Power Dot France,1.261301,43.603033
3000.0,250.0,FRTSLP29658,Tesla,Tesla,44.908948,44.908948
132.0,60.0,FRPD1PITMLTY,Power Dot France,Power Dot France,3.983511,45.99286
22.0,22.0,FRPD1PMAILLA,Power Dot France,Power Dot France,7.389328,47.771241
672.0,200.0,FRPD1PBRISGA,Power Dot France,Power Dot France,-0.892783,47.688772
44.0,22.0,FRS77E77316004,Bouygues E&S,Ecocharge77,2.790265244,48.3798541
520.0,130.0,FRTSLP1754,Tesla,Tesla,43.603928,43.603928
792.0,200.0,FRPD1PHF1OLS,Power Dot France,Power Dot France,4.820359,45.715079
36.0,18.0,FRS77E77361001,Bouygues E&S,Ecocharge77,3.040816,48.899723
36.0,18.0,FRS77E77453001,Bouygues E&S,Ecocharge77,2.750641,48.52702
672.0,200.0,FRPD1PSYUALE,Power Dot France,Power Dot France,4.090151,44.140955
5000.0,250.0,FRTSLP29903,Tesla,Tesla,43.206224,43.206224
344.0,100.0,FRPD1PBRCERN,Power Dot France,Power Dot France,-0.914934,48.293805
8000.0,250.0,FRTSLP30379,Tesla,Tesla,49.709465,49.709465
7000.0,250.0,FRTSLP28778,Tesla,Tesla,46.548393,46.548393
44.0,22.0,FRS77E77490001,Bouygues E&S,Ecocharge77,3.0927511,49.046368
672.0,200.0,FRPD1PBRISAI,Power Dot France,Power Dot France,1.041848,44.8641
672.0,200.0,FRPD1PCHAPER,Power Dot France,Power Dot France,2.893208,42.680767
36.0,18.0,FRS77E77051001,Bouygues E&S,Ecocharge77,3.237932,48.416935
132.0,60.0,FRPD1PSYUPYA,Power Dot France,Power Dot France,4.541109,47.270782
3244.0,187.5,FRPD1PFRYNMS,Power Dot France,Power Dot France,4.359641,43.809834
132.0,60.0,FRPD1PITMVRQ,Power Dot France,Power Dot France,2.65028,50.501776
36.0,18.0,FRS77E77140001,Bouygues E&S,Ecocharge77,2.998514,48.469975
122.0,50.0,FRPD1PPDMTLS,Power Dot France,Power Dot France,1.433182,43.626348
772.0,100.0,FRPD1PMATPON,Power Dot France,Power Dot France,6.064458,48.917984
3000.0,250.0,FRTSLP27649,Tesla,Tesla,48.129176,48.129176
170.0,120.0,FRPD1PITMBFD,Power Dot France,Power Dot France,7.589601,48.374672
172.0,100.0,FRPD1PINTAGE,Power Dot France,Power Dot France,0.61846,44.180301
4000.0,250.0,FRTSLP29508,Tesla,Tesla,45.877092,45.877092
7000.0,250.0,FRTSLP29935,Tesla,Tesla,45.655436,45.655436
44.0,22.0,FRS77E77203001,Bouygues E&S,Ecocharge77,2.9502057,48.9963908
36.0,18.0,FRS77E77008001,Bouygues E&S,Ecocharge77,3.021658,48.97871
672.0,200.0,FRPD1PINTJAR,Power Dot France,Power Dot France,5.872343,49.161277
632.0,200.0,FRPD1PSYUNGT,Power Dot France,Power Dot France,5.34957,48.033164
122.0,50.0,FRPD1PWELSAJ,Power Dot France,Power Dot France,-0.915365,45.679358
244.0,50.0,FRPD1PBDMSTD,Power Dot France,Power Dot France,2.629185,48.567065
434.0,120.0,FRPD1PITMSLT,Power Dot France,Power Dot France,7.46401,48.275043
478.0,120.0,FRPD1PITMIPA,Power Dot France,Power Dot France,2.767517,42.625609
5000.0,250.0,FRTSLP26192,Tesla,Tesla,48.446612,48.446612
36.0,18.0,FRS77E77219001,Bouygues E&S,Ecocharge77,2.957987,48.822292
272.0,100.0,FRPD1PACCSOL,Power Dot France,Power Dot France,4.823807,45.637624
3000.0,250.0,FRTSLP30399,Tesla,Tesla,46.194771,46.194771
194.0,50.0,FRPD1PSYURUS,Power Dot France,Power Dot France,7.251535,48.493348
222.0,100.0,FRPD1PMBRHAZ,Power Dot France,Power Dot France,2.552345,50.736216
492.0,150.0,FRPD1PINVTAV,Power Dot France,Power Dot France,1.615394,47.768324
36.0,18.0,FRS77E77118001,Bouygues E&S,Ecocharge77,2.687649,48.945904
4000.0,250.0,FRTSLP29532,Tesla,Tesla,48.836648,48.836648
272.0,100.0,FRPD1PSSKLGD,Power Dot France,Power Dot France,6.038835,43.144916
2000.0,250.0,FRTSLP424918,Tesla,Tesla,46.46063,46.46063
122.0,50.0,FRPD1PITMDLP,Power Dot France,Power Dot France,1.674432,46.301622
459.5,187.5,FRPD1PACTSEG,Power Dot France,Power Dot France,2.677453,50.461016
1319.0,187.5,FRPD1PCPNWOP,Power Dot France,Power Dot France,6.17643,49.149649
7000.0,250.0,FRTSLP30029,Tesla,Tesla,45.722035,45.722035
632.0,200.0,FRPD1PHLFMTG,Power Dot France,Power Dot France,2.742603,48.003995
222.0,100.0,FRPD1PCRFRQV,Power Dot France,Power Dot France,5.599843,43.337981
972.0,100.0,FRPD1PCORSDZ,Power Dot France,Power Dot France,4.962704,48.64905
7000.0,250.0,FRTSLP20263,Tesla,Tesla,48.691108,48.691108
748.0,178.0,FRPD1PACCCHO,Power Dot France,Power Dot France,-0.842837,47.071476
272.0,200.0,FRPD1PMBRMAU,Power Dot France,Power Dot France,-0.738826,46.925654
1214.0,200.0,FRPD1PGDMISS,Power Dot France,Power Dot France,3.259342,45.520545
36.0,18.0,FRS77E77255001,Bouygues E&S,Ecocharge77,2.688477,48.511044
60.0,20.0,FRFASE33004,Fastned France,Fastned France,4.156034,45.679959
432.0,120.0,FRPD1PBBFLUN,Power Dot France,Power Dot France,4.117123,43.678013
7000.0,250.0,FRTSLP30249,Tesla,Tesla,46.796402,46.796402
46.0,24.0,FRS77E77192002,Bouygues E&S,Ecocharge77,2.87067,48.70882
1388.0,188.0,FRPD1PLCLLBN,Power Dot France,Power Dot France,-0.240239,44.928781
3000.0,250.0,FRTSLP11605,Tesla,Tesla,45.524705,45.524705
572.0,100.0,FRPD1PSYUACH,Power Dot France,Power Dot France,-1.662875,46.608377
36.0,18.0,FRS77E77179001,Bouygues E&S,Ecocharge77,2.8,48.4575
3672.0,150.0,FRTSLP1725,Tesla,Tesla,49.16423,49.16423
672.0,200.0,FRPD1PLBCLAO,Power Dot France,Power Dot France,3.656483,49.570199
36.0,18.0,FRS77E77102001,Bouygues E&S,Ecocharge77,2.62648,48.233624
572.0,100.0,FRPD1PIBSCLT,Power Dot France,Power Dot France,0.699041,47.335532
672.0,200.0,FRPD1PBCMNVL,Power Dot France,Power Dot France,-2.294602,47.517551
462.0,110.0,FRPD1PCARLPO,Power Dot France,Power Dot France,4.876425,43.978889
632.0,200.0,FRPD1PMATTHV,Power Dot France,Power Dot France,6.423706,48.246644
36.0,18.0,FRS77E77233001,Bouygues E&S,Ecocharge77,2.786925,48.999126
672.0,200.0,FRPD1PIBUCCL,Power Dot France,Power Dot France,2.91936,47.38302
832.0,200.0,FRPD1PHF1SRG,Power Dot France,Power Dot France,6.312445,46.22322
5000.0,250.0,FRTSLP1720,Tesla,Tesla,44.871519,44.871519
654.17025,200.0,FRPD1PMRCCNA,Power Dot France,Power Dot France,4.810014,45.316765
454.0,120.0,FRPD1PIBSCRG,Power Dot France,Power Dot France,2.069055,49.031546
122.0,50.0,FRPD1PGSTSTV,Power Dot France,Power Dot France,2.679619,48.869584
2000.0,250.0,FRTSLP30036,Tesla,Tesla,43.263079,43.263079
22.0,22.0,FRPD1PLABERA,Power Dot France,Power Dot France,0.45486,44.836667
1200.0,150.0,FRTSLP1728,Tesla,Tesla,47.787588,47.787588
4000.0,250.0,FRTSLP29713,Tesla,Tesla,43.818865,43.818865
772.0,100.0,FRPD1PSYUAST,Power Dot France,Power Dot France,5.180955,47.347708
1500.0,150.0,FRTSLP3018,Tesla,Tesla,50.336526,50.336526
1097.0,187.5,FRPD1PCORMBL,Power Dot France,Power Dot France,6.809088,47.528783
832.0,120.0,FRPD1PLCLLDN,Power Dot France,Power Dot France,0.089811,47.009363
344.0,100.0,FRPD1PCORDNK,Power Dot France,Power Dot France,2.379037,51.015197
36.0,18.0,FRS77E77040002,Bouygues E&S,Ecocharge77,2.561816,48.503139
22.0,22.0,FRPD1PENCBRB,Power Dot France,Power Dot France,2.573508,50.495685
6000.0,250.0,FRTSLP29933,Tesla,Tesla,46.143806,46.143806
36.0,18.0,FRS77E77308001,Bouygues E&S,Ecocharge77,2.743907,49.025669
36.0,18.0,FRS77E77188001,Bouygues E&S,Ecocharge77,2.756482,48.486507
432.0,120.0,FRPD1PIBIDUN,Power Dot France,Power Dot France,2.310785,51.007101
36.0,18.0,FRS77E77445001,Bouygues E&S,Ecocharge77,2.582113,48.596577
547.0,187.5,FRPD1PMATSMX,Power Dot France,Power Dot France,6.213592,48.701169
36.0,18.0,FRS77E77432001,Bouygues E&S,Ecocharge77,3.232304,48.792183
394.0,100.0,FRPD1PITMLPB,Power Dot France,Power Dot France,5.684441,45.5298
122.0,50.0,FRPD1PBRCLLB,Power Dot France,Power Dot France,6.363123,47.809822
472.0,100.0,FRPD1PITMTRE,Power Dot France,Power Dot France,-2.852549,48.523563
672.0,200.0,FRPD1PCHAHIR,Power Dot France,Power Dot France,4.091023,49.910018
7000.0,250.0,FRTSLP27742,Tesla,Tesla,47.0432,47.0432
632.0,200.0,FRPD1PMATSAM,Power Dot France,Power Dot France,3.429659,50.453807
672.0,200.0,FRPD1PSOGCOR,Power Dot France,Power Dot France,4.058185,49.216116
822.0,100.0,FRPD1PAUCVIL,Power Dot France,Power Dot France,2.52567,49.85708
192.0,120.0,FRPD1PLBCTRB,Power Dot France,Power Dot France,0.039376,43.238914
132.0,60.0,FRPD1PITMDIZ,Power Dot France,Power Dot France,6.721891,48.818517
1200.0,150.0,FRTSLP2622,Tesla,Tesla,46.137123,46.137123
462.0,100.0,FRPD1PITMAGE,Power Dot France,Power Dot France,0.618914,44.182611
36.0,18.0,FRS77E77229001,Bouygues E&S,Ecocharge77,2.874503,48.75351
222.0,100.0,FRPD1PMBCCHP,Power Dot France,Power Dot France,4.927858,45.651324
244.0,50.0,FRPD1PITMRON,Power Dot France,Power Dot France,1.081556,49.421463
36.0,18.0,FRS77E77131002,Bouygues E&S,Ecocharge77,3.0823624,48.815077
394.0,100.0,FRPD1PIBSSMA,Power Dot France,Power Dot France,-1.989949,48.625624
632.0,200.0,FRPD1PMATCMO,Power Dot France,Power Dot France,5.589866,48.759298
1500.0,150.0,FRTSLP5671,Tesla,Tesla,43.423964,43.423964
572.0,100.0,FRPD1PIBSISR,Power Dot France,Power Dot France,3.270861,45.551668
36.0,18.0,FRS77E77187001,Bouygues E&S,Ecocharge77,3.39162,48.41394
672.17025,200.0,FRPD1PRTPFLR,Power Dot France,Power Dot France,-0.577051,48.733926
372.0,100.0,FRPD1PSYULMD,Power Dot France,Power Dot France,6.380346,49.020206
672.17025,200.0,FRPD1PSYUMRV,Power Dot France,Power Dot France,2.653244,50.64073
432.0,120.0,FRPD1PJARSLO,Power Dot France,Power Dot France,-1.079832,49.099054
132.0,60.0,FRPD1PITMSML,Power Dot France,Power Dot France,-0.18379,43.26457
472.0,120.0,FRPD1PZOCPZN,Power Dot France,Power Dot France,3.418791,43.452592
1297.0,187.5,FRPD1PITMGRT,Power Dot France,Power Dot France,1.418643,43.714179
4500.0,250.0,FRTSLP3017,Tesla,Tesla,43.511478,43.511478
262.0,120.0,FRPD1PKCOUNI,Power Dot France,Power Dot France,4.268084,45.392928
632.0,200.0,FRPD1PBRIRIO,Power Dot France,Power Dot France,3.118431,45.87855
46.0,24.0,FRS77E77431002,Bouygues E&S,Ecocharge77,2.68569018,48.265784
4000.0,250.0,FRTSLP30032,Tesla,Tesla,48.444752,48.444752
244.0,100.0,FRPD1PGENBAY,Power Dot France,Power Dot France,-1.495944,43.464923
36.0,18.0,FRS77E77508001,Bouygues E&S,Ecocharge77,2.830368,48.813721
502.0,120.0,FRPD1PMRBVIR,Power Dot France,Power Dot France,4.724065,50.075797
872.0,100.0,FRPD1PCORSMX,Power Dot France,Power Dot France,2.468878,49.236297
372.0,100.0,FRPD1PSQEMTB,Power Dot France,Power Dot France,1.373528,44.037791
132.0,60.0,FRPD1PITMCMC,Power Dot France,Power Dot France,5.585097,48.75545
5000.0,250.0,FRTSLP28456,Tesla,Tesla,46.129425,46.129425
394.0,120.0,FRPD1PBOUGAU,Power Dot France,Power Dot France,3.295866,49.819015
872.0,100.0,FRPD1PCORSQE,Power Dot France,Power Dot France,3.291135,49.865962
672.0,200.0,FRPD1PITMPSC,Power Dot France,Power Dot France,1.186651,44.501599
672.0,200.0,FRPD1PSYUSMM,Power Dot France,Power Dot France,0.351132,45.041399
654.0,200.0,FRPD1PBUTMED,Power Dot France,Power Dot France,3.475958,44.514602
769.0,187.5,FRPD1PITMPMN,Power Dot France,Power Dot France,6.888186,43.644633
36.0,18.0,FRS77E77311001,Bouygues E&S,Ecocharge77,3.060808,48.452545
522.0,150.0,FRPD1PWLDSTC,Power Dot France,Power Dot France,5.457146,45.568571
572.0,100.0,FRPD1PIBSPRT,Power Dot France,Power Dot France,5.496703,43.676021
672.0,200.0,FRPD1PKRDTNC,Power Dot France,Power Dot France,-2.205963,47.296938
122.0,50.0,FRPD1PITMMLV,Power Dot France,Power Dot France,-3.226295,47.737009
44.0,22.0,FRPD1PIBSSLS,Power Dot France,Power Dot France,2.606293,49.208304
5000.0,250.0,FRTSLP33831,Tesla,Tesla,50.73346,50.73346
36.0,18.0,FRS77E77005001,Bouygues E&S,Ecocharge77,2.718575,48.924843
569.0,187.5,FRPD1PIBSPRP,Power Dot France,Power Dot France,2.85271,42.680874
454.0,120.0,FRPD1PBUFSAR,Power Dot France,Power Dot France,1.892843,47.944241
1200.0,150.0,FRTSLP1758,Tesla,Tesla,43.815312,43.815312
132.0,60.0,FRPD1PSYUAMS,Power Dot France,Power Dot France,2.26945,49.89905
40.0,22.0,FRS77E77447001,Bouygues E&S,Ecocharge77,2.549188,48.557755
432.0,120.0,FRPD1PACTSVG,Power Dot France,Power Dot France,2.59274,48.584846
572.0,100.0,FRPD1PCRFMBA,Power Dot France,Power Dot France,0.816615,49.356578
1200.0,150.0,FRTSLP1735,Tesla,Tesla,46.862938,46.862938
36.0,18.0,FRS77E77095001,Bouygues E&S,Ecocharge77,2.760311,48.971008
502.0,120.0,FRPD1PSTRWIT,Power Dot France,Power Dot France,7.311771,47.798373
632.0,200.0,FRPD1PMATCEU,Power Dot France,Power Dot France,5.605446,48.759877
294.0,100.0,FRPD1PSYSSAI,Power Dot France,Power Dot France,4.03491,48.262356
998.17025,188.0,FRPD1PINVBRV,Power Dot France,Power Dot France,1.545203,45.167233
1850.0,200.0,FRPD1PCORMOU,Power Dot France,Power Dot France,6.109586,49.08401
122.0,50.0,FRPD1PITMILB,Power Dot France,Power Dot France,1.45902,48.882031
272.0,100.0,FRPD1PGSTLPM,Power Dot France,Power Dot France,5.352426,43.415153
412.0,120.0,FRPD1PSYUMTM,Power Dot France,Power Dot France,6.156316,49.087975
772.0,100.0,FRPD1PCORDRX,Power Dot France,Power Dot France,1.346525,48.749219
632.0,200.0,FRPD1PIBSCLS,Power Dot France,Power Dot France,1.879468,50.946896
572.0,100.0,FRPD1PSYUSPL,Power Dot France,Power Dot France,-3.986666,48.687893
936.0,100.0,FRPD1PCORVSM,Power Dot France,Power Dot France,4.75294,49.734045
548.0,188.0,FRPD1PMBRPSE,Power Dot France,Power Dot France,4.639736,44.240638
244.0,50.0,FRPD1PSYUSMH,Power Dot France,Power Dot France,4.903246,49.090661
36.0,18.0,FRS77E77389001,Bouygues E&S,Ecocharge77,2.660926,48.521801
1500.0,150.0,FRTSLP1724,Tesla,Tesla,47.048516,47.048516
632.0,200.0,FRPD1PNETSST,Power Dot France,Power Dot France,-1.322,43.74703
36.0,18.0,FRS77E77033001,Bouygues E&S,Ecocharge77,3.24285,48.678036
2000.0,250.0,FRTSLP30256,Tesla,Tesla,44.569565,44.569565
572.0,100.0,FRPD1PBTHTRS,Power Dot France,Power Dot France,0.699904,47.424842
244.0,50.0,FRPD1PGSTSOR,Power Dot France,Power Dot France,4.884035,43.984533
4000.0,250.0,FRTSLP16979,Tesla,Tesla,43.647712,43.647712
544.0,150.0,FRPD1PSYULUB,Power Dot France,Power Dot France,1.396961,45.436744
672.0,200.0,FRPD1PIBSSLO,Power Dot France,Power Dot France,-1.082424,49.098949
444.0,100.0,FRPD1PIBSLBN,Power Dot France,Power Dot France,-0.243718,44.947021
46.0,24.0,FRS77E77404001,Bouygues E&S,Ecocharge77,3.253609,48.529092
662.0,160.0,FRPD1PBRCLVR,Power Dot France,Power Dot France,1.802318,43.706921
36.0,18.0,FRS77E77249001,Bouygues E&S,Ecocharge77,2.6151806,48.7471803
822.0,200.0,FRPD1PACTANM,Power Dot France,Power Dot France,6.262222,46.196633
1047.0,187.5,FRPD1PCORGLG,Power Dot France,Power Dot France,2.418161,48.97489
122.0,50.0,FRPD1PITMCSD,Power Dot France,Power Dot France,1.535962,44.15921
4000.0,250.0,FRTSLP29561,Tesla,Tesla,50.629871,50.629871
194.0,100.0,FRPD1PCRFTRN,Power Dot France,Power Dot France,0.240153,43.176299
744.0,100.0,FRPD1PCORALE,Power Dot France,Power Dot France,4.096083,44.112756
632.0,200.0,FRPD1PITMBEB,Power Dot France,Power Dot France,5.228749,46.195546
122.0,50.0,FRPD1PIBSGAP,Power Dot France,Power Dot France,6.08449,44.559437
1500.0,150.0,FRTSLP5362,Tesla,Tesla,48.349478,48.349478
4000.0,250.0,FRTSLP16734,Tesla,Tesla,47.272073,47.272073
44.0,22.0,FRS77E77288007,Bouygues E&S,Ecocharge77,2.6788576,48.543662
712.0,160.0,FRPD1PHF1SPR,Power Dot France,Power Dot France,4.912867,45.70533
142.0,60.0,FRPD1PITMPLR,Power Dot France,Power Dot France,-2.870134,47.658868
922.0,100.0,FRPD1PCORELN,Power Dot France,Power Dot France,6.243726,48.705186
36.0,18.0,FRS77E77309001,Bouygues E&S,Ecocharge77,2.828918,49.00922
36.0,18.0,FRS77E77486001,Bouygues E&S,Ecocharge77,3.080205,48.688385
1000.0,250.0,FRTSLP29651,Tesla,Tesla,42.594733,42.594733
772.0,100.0,FRPD1PITMINV,Power Dot France,Power Dot France,1.15354,49.500875
4000.0,250.0,FRTSLP12180,Tesla,Tesla,43.727823,43.727823
172.0,100.0,FRPD1PSYUSLG,Power Dot France,Power Dot France,5.956884,46.572
872.0,160.0,FRPD1PRODPRX,Power Dot France,Power Dot France,4.095957,46.029118
132.0,60.0,FRPD1PITMMTB,Power Dot France,Power Dot France,1.380719,44.021645
36.0,18.0,FRS77E77032001,Bouygues E&S,Ecocharge77,3.244617,48.702133
444.0,100.0,FRPD1PKFCCAL,Power Dot France,Power Dot France,1.83653,50.940988
1200.0,150.0,FRTSLP1763,Tesla,Tesla,48.081773,48.081773
444.0,100.0,FRPD1PKFCSTE,Power Dot France,Power Dot France,4.413714,45.455049
262.0,120.0,FRPD1PITMAUX,Power Dot France,Power Dot France,3.920786,48.109168
132.0,60.0,FRPD1PMBRTQS,Power Dot France,Power Dot France,0.093617,49.34989
632.0,200.0,FRPD1PZCESMR,Power Dot France,Power Dot France,5.040009,43.439636
36.0,18.0,FRS77E77534001,Bouygues E&S,Ecocharge77,2.773878,48.637527
172.0,100.0,FRPD1PCOHAUR,Power Dot France,Power Dot France,2.444307,44.911188
36.0,18.0,FRS77E77069001,Bouygues E&S,Ecocharge77,2.607938,48.465767
672.0,200.0,FRPD1PCAPMSL,Power Dot France,Power Dot France,1.671538,47.832807
122.0,50.0,FRPD1PGSTHBL,Power Dot France,Power Dot France,2.171626,49.006109
672.0,150.0,FRPD1PKYRCMF,Power Dot France,Power Dot France,3.142261,45.760573
3000.0,250.0,FRTSLP33154,Tesla,Tesla,47.466441,47.466441
6000.0,250.0,FRTSLP29984,Tesla,Tesla,50.410222,50.410222
90.0,24.0,FRS77E77431001,Bouygues E&S,Ecocharge77,2.67831429,48.2705034
432.0,120.0,FRPD1PJARGRA,Power Dot France,Power Dot France,-1.558453,48.837646
822.0,100.0,FRPD1PSYUEAN,Power Dot France,Power Dot France,1.372633,43.417938
500.0,125.0,FRTSLP1731,Tesla,Tesla,48.991682,48.991682
36.0,18.0,FRS77E77142001,Bouygues E&S,Ecocharge77,2.906715,48.858112
1097.0,187.5,FRPD1PCORBLF,Power Dot France,Power Dot France,6.861585,47.599504
366.0,50.0,FRPD1PIMCBSO,Power Dot France,Power Dot France,2.300525,48.58762
36.0,18.0,FRS77E77208001,Bouygues E&S,Ecocharge77,3.293563,48.482601
36.0,18.0,FRS77E77519001,Bouygues E&S,Ecocharge77,3.406241,48.649963
46.0,24.0,FRS77E77288003,Bouygues E&S,Ecocharge77,2.66173,48.53669
250.0,200.0,FRPD1PSUPBER,Power Dot France,Power Dot France,7.686604,48.747294
132.0,60.0,FRPD1PSYULFU,Power Dot France,Power Dot France,-4.169359,48.29842
132.0,60.0,FRPD1PMBRNSE,Power Dot France,Power Dot France,-1.477091,47.441411
572.0,100.0,FRPD1PSYUCTN,Power Dot France,Power Dot France,5.842167,48.299565
632.0,200.0,FRPD1PTDBLRB,Power Dot France,Power Dot France,-1.359503,47.244156
444.0,100.0,FRPD1PHOLGUI,Power Dot France,Power Dot France,-1.832646,47.821831
672.0,200.0,FRPD1PCHACHE,Power Dot France,Power Dot France,5.019132,47.282559
36.0,18.0,FRS77E77428001,Bouygues E&S,Ecocharge77,2.915421,48.558926
244.0,50.0,FRPD1PITMVCN,Power Dot France,Power Dot France,2.527828,48.709259
872.0,160.0,FRPD1PITMRPT,Power Dot France,Power Dot France,4.039173,48.264103
2000.0,250.0,FRTSLP30948,Tesla,Tesla,47.02484,47.02484
122.0,50.0,FRPD1PBOTBLZ,Power Dot France,Power Dot France,-3.181569,47.671717
324.0,120.0,FRPD1PSENCDA,Power Dot France,Power Dot France,3.176891,45.744763
922.0,100.0,FRPD1PCORAUX,Power Dot France,Power Dot France,3.55232,47.843038
36.0,18.0,FRS77E77469001,Bouygues E&S,Ecocharge77,3.011744,48.735561
6000.0,250.0,FRTSLP30259,Tesla,Tesla,43.33661,43.33661
1500.0,150.0,FRTSLP3019,Tesla,Tesla,44.543278,44.543278
44.0,22.0,FRPD1PNOVLSQ,Power Dot France,Power Dot France,3.088794,50.583993
222.0,100.0,FRPD1PITMQSY,Power Dot France,Power Dot France,-2.655926,48.422721
2000.0,250.0,FRTSLP45348,Tesla,Tesla,41.951923,41.951923
