,id_station_itinerance,periode,occupe,hors_service,libre,nb_pdc,hs,inactif,sature,surcharge,actif,pleine_occ,state
252000,FRIOYP188,2025-08-31 00:00:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252001,FRIOYP188,2025-08-31 00:05:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252002,FRIOYP188,2025-08-31 00:10:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252003,FRIOYP188,2025-08-31 00:15:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252004,FRIOYP188,2025-08-31 00:20:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252005,FRIOYP188,2025-08-31 00:25:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252006,FRIOYP188,2025-08-31 00:30:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252007,FRIOYP188,2025-08-31 00:35:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252008,FRIOYP188,2025-08-31 00:40:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252009,FRIOYP188,2025-08-31 00:45:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252010,FRIOYP188,2025-08-31 00:50:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252011,FRIOYP188,2025-08-31 00:55:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252012,FRIOYP188,2025-08-31 01:00:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252013,FRIOYP188,2025-08-31 01:05:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252014,FRIOYP188,2025-08-31 01:10:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252015,FRIOYP188,2025-08-31 01:15:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252016,FRIOYP188,2025-08-31 01:20:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252017,FRIOYP188,2025-08-31 01:25:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252018,FRIOYP188,2025-08-31 01:30:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252019,FRIOYP188,2025-08-31 01:35:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252020,FRIOYP188,2025-08-31 01:40:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252021,FRIOYP188,2025-08-31 01:45:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252022,FRIOYP188,2025-08-31 01:50:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252023,FRIOYP188,2025-08-31 01:55:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252024,FRIOYP188,2025-08-31 02:00:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252025,FRIOYP188,2025-08-31 02:05:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252026,FRIOYP188,2025-08-31 02:10:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252027,FRIOYP188,2025-08-31 02:15:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252028,FRIOYP188,2025-08-31 02:20:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252029,FRIOYP188,2025-08-31 02:25:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252030,FRIOYP188,2025-08-31 02:30:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252031,FRIOYP188,2025-08-31 02:35:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252032,FRIOYP188,2025-08-31 02:40:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252033,FRIOYP188,2025-08-31 02:45:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252034,FRIOYP188,2025-08-31 02:50:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252035,FRIOYP188,2025-08-31 02:55:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252036,FRIOYP188,2025-08-31 03:00:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252037,FRIOYP188,2025-08-31 03:05:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252038,FRIOYP188,2025-08-31 03:10:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252039,FRIOYP188,2025-08-31 03:15:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252040,FRIOYP188,2025-08-31 03:20:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252041,FRIOYP188,2025-08-31 03:25:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252042,FRIOYP188,2025-08-31 03:30:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252043,FRIOYP188,2025-08-31 03:35:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252044,FRIOYP188,2025-08-31 03:40:00+00:00,2,0,4,6,False,False,False,False,True,False,3
252045,FRIOYP188,2025-08-31 03:45:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252046,FRIOYP188,2025-08-31 03:50:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252047,FRIOYP188,2025-08-31 03:55:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252048,FRIOYP188,2025-08-31 04:00:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252049,FRIOYP188,2025-08-31 04:05:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252050,FRIOYP188,2025-08-31 04:10:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252051,FRIOYP188,2025-08-31 04:15:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252052,FRIOYP188,2025-08-31 04:20:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252053,FRIOYP188,2025-08-31 04:25:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252054,FRIOYP188,2025-08-31 04:30:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252055,FRIOYP188,2025-08-31 04:35:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252056,FRIOYP188,2025-08-31 04:40:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252057,FRIOYP188,2025-08-31 04:45:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252058,FRIOYP188,2025-08-31 04:50:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252059,FRIOYP188,2025-08-31 04:55:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252060,FRIOYP188,2025-08-31 05:00:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252061,FRIOYP188,2025-08-31 05:05:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252062,FRIOYP188,2025-08-31 05:10:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252063,FRIOYP188,2025-08-31 05:15:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252064,FRIOYP188,2025-08-31 05:20:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252065,FRIOYP188,2025-08-31 05:25:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252066,FRIOYP188,2025-08-31 05:30:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252067,FRIOYP188,2025-08-31 05:35:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252068,FRIOYP188,2025-08-31 05:40:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252069,FRIOYP188,2025-08-31 05:45:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252070,FRIOYP188,2025-08-31 05:50:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252071,FRIOYP188,2025-08-31 05:55:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252072,FRIOYP188,2025-08-31 06:00:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252073,FRIOYP188,2025-08-31 06:05:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252074,FRIOYP188,2025-08-31 06:10:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252075,FRIOYP188,2025-08-31 06:15:00+00:00,2,0,4,6,False,False,False,False,True,False,3
252076,FRIOYP188,2025-08-31 06:20:00+00:00,2,0,4,6,False,False,False,False,True,False,3
252077,FRIOYP188,2025-08-31 06:25:00+00:00,2,0,4,6,False,False,False,False,True,False,3
252078,FRIOYP188,2025-08-31 06:30:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252079,FRIOYP188,2025-08-31 06:35:00+00:00,2,0,4,6,False,False,False,False,True,False,3
252080,FRIOYP188,2025-08-31 06:40:00+00:00,0,0,6,6,False,True,False,False,False,False,2
252081,FRIOYP188,2025-08-31 06:45:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252082,FRIOYP188,2025-08-31 06:50:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252083,FRIOYP188,2025-08-31 06:55:00+00:00,3,0,3,6,False,False,False,False,True,False,3
252084,FRIOYP188,2025-08-31 07:00:00+00:00,3,0,3,6,False,False,False,False,True,False,3
252085,FRIOYP188,2025-08-31 07:05:00+00:00,3,0,3,6,False,False,False,False,True,False,3
252086,FRIOYP188,2025-08-31 07:10:00+00:00,4,0,2,6,False,False,False,False,True,False,3
252087,FRIOYP188,2025-08-31 07:15:00+00:00,3,0,3,6,False,False,False,False,True,False,3
252088,FRIOYP188,2025-08-31 07:20:00+00:00,3,0,3,6,False,False,False,False,True,False,3
252089,FRIOYP188,2025-08-31 07:25:00+00:00,3,0,3,6,False,False,False,False,True,False,3
252090,FRIOYP188,2025-08-31 07:30:00+00:00,3,0,3,6,False,False,False,False,True,False,3
252091,FRIOYP188,2025-08-31 07:35:00+00:00,3,0,3,6,False,False,False,False,True,False,3
252092,FRIOYP188,2025-08-31 07:40:00+00:00,4,0,2,6,False,False,False,False,True,False,3
252093,FRIOYP188,2025-08-31 07:45:00+00:00,4,0,2,6,False,False,False,False,True,False,3
252094,FRIOYP188,2025-08-31 07:50:00+00:00,2,0,4,6,False,False,False,False,True,False,3
252095,FRIOYP188,2025-08-31 07:55:00+00:00,2,0,4,6,False,False,False,False,True,False,3
252096,FRIOYP188,2025-08-31 08:00:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252097,FRIOYP188,2025-08-31 08:05:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252098,FRIOYP188,2025-08-31 08:10:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252099,FRIOYP188,2025-08-31 08:15:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252100,FRIOYP188,2025-08-31 08:20:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252101,FRIOYP188,2025-08-31 08:25:00+00:00,3,0,3,6,False,False,False,False,True,False,3
252102,FRIOYP188,2025-08-31 08:30:00+00:00,2,0,4,6,False,False,False,False,True,False,3
252103,FRIOYP188,2025-08-31 08:35:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252104,FRIOYP188,2025-08-31 08:40:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252105,FRIOYP188,2025-08-31 08:45:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252106,FRIOYP188,2025-08-31 08:50:00+00:00,1,0,5,6,False,False,False,False,True,False,3
252107,FRIOYP188,2025-08-31 08:55:00+00:00,2,0,4,6,False,False,False,False,True,False,3
252108,FRIOYP188,2025-08-31 09:00:00+00:00,4,0,2,6,False,False,False,False,True,False,3
252109,FRIOYP188,2025-08-31 09:05:00+00:00,3,0,3,6,False,False,False,False,True,False,3
252110,FRIOYP188,2025-08-31 09:10:00+00:00,2,0,4,6,False,False,False,False,True,False,3
252111,FRIOYP188,2025-08-31 09:15:00+00:00,3,0,3,6,False,False,False,False,True,False,3
252112,FRIOYP188,2025-08-31 09:20:00+00:00,4,0,2,6,False,False,False,False,True,False,3
252113,FRIOYP188,2025-08-31 09:25:00+00:00,3,0,3,6,False,False,False,False,True,False,3
252114,FRIOYP188,2025-08-31 09:30:00+00:00,5,0,1,6,False,False,False,True,False,False,4
252115,FRIOYP188,2025-08-31 09:35:00+00:00,5,0,1,6,False,False,False,True,False,False,4
252116,FRIOYP188,2025-08-31 09:40:00+00:00,6,0,0,6,False,False,True,False,False,True,5
252117,FRIOYP188,2025-08-31 09:45:00+00:00,6,0,0,6,False,False,True,False,False,True,5
252118,FRIOYP188,2025-08-31 09:50:00+00:00,6,0,0,6,False,False,True,False,False,True,5
252119,FRIOYP188,2025-08-31 09:55:00+00:00,3,0,3,6,False,False,False,False,True,False,3
252120,FRIOYP188,2025-08-31 10:00:00+00:00,2,0,4,6,False,False,False,False,True,False,3
252121,FRIOYP188,2025-08-31 10:05:00+00:00,2,0,4,6,False,False,False,False,True,False,3
252122,FRIOYP188,2025-08-31 10:10:00+00:00,5,0,1,6,False,False,False,True,False,False,4
252123,FRIOYP188,2025-08-31 10:15:00+00:00,5,0,1,6,False,False,False,True,False,False,4
252124,FRIOYP188,2025-08-31 10:20:00+00:00,5,0,1,6,False,False,False,True,False,False,4
252125,FRIOYP188,2025-08-31 10:25:00+00:00,6,0,0,6,False,False,True,False,False,True,5
252126,FRIOYP188,2025-08-31 10:30:00+00:00,6,0,0,6,False,False,True,False,False,True,5
252127,FRIOYP188,2025-08-31 10:35:00+00:00,4,0,2,6,False,False,False,False,True,False,3
252128,FRIOYP188,2025-08-31 10:40:00+00:00,4,0,2,6,False,False,False,False,True,False,3
252129,FRIOYP188,2025-08-31 10:45:00+00:00,5,0,1,6,False,False,False,True,False,False,4
252130,FRIOYP188,2025-08-31 10:50:00+00:00,5,0,1,6,False,False,False,True,False,False,4
252131,FRIOYP188,2025-08-31 10:55:00+00:00,6,0,0,6,False,False,True,False,False,True,5
252132,FRIOYP188,2025-08-31 11:00:00+00:00,6,0,0,6,False,False,True,False,False,True,5
252133,FRIOYP188,2025-08-31 11:05:00+00:00,5,0,1,6,False,False,False,True,False,True,4
252134,FRIOYP188,2025-08-31 11:10:00+00:00,5,0,1,6,False,False,False,True,False,True,4
252135,FRIOYP188,2025-08-31 11:15:00+00:00,6,0,0,6,False,False,True,False,False,True,5
252136,FRIOYP188,2025-08-31 11:20:00+00:00,5,0,1,6,False,False,False,True,False,True,4
252137,FRIOYP188,2025-08-31 11:25:00+00:00,5,0,1,6,False,False,False,True,False,True,4
252138,FRIOYP188,2025-08-31 11:30:00+00:00,6,0,0,6,False,False,True,False,False,True,5
252139,FRIOYP188,2025-08-31 11:35:00+00:00,5,0,1,6,False,False,False,True,False,True,4
252140,FRIOYP188,2025-08-31 11:40:00+00:00,5,0,1,6,False,False,False,True,False,True,4
252141,FRIOYP188,2025-08-31 11:45:00+00:00,5,0,1,6,False,False,False,True,False,True,4
252142,FRIOYP188,2025-08-31 11:50:00+00:00,5,0,1,6,False,False,False,True,False,True,4
